=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.20 18:57:10 =~=~=~=~=~=~=~=~=~=~=~=
Time Done Counter ack_out a_out_2 a_out_1 a_out_0
91367503 0 46420 1 0 0 0
91368463 0 46420 0 0 1428196105 2227408297
91368465 0 46422 1 0 0 0
91369147 0 46422 0 0 1428196105 2227418217
91369149 0 46424 1 0 0 0
91370823 0 46424 0 0 1428196152 3261506636
91370825 0 46426 1 0 0 0
91371363 0 46426 0 0 1428196152 3267671234
91371365 0 46428 1 0 0 0
91372969 0 46428 0 0 1428196200 2349964588
91372971 0 46430 1 0 0 0
91373121 0 46430 0 0 1428196200 2349969703
91373123 0 46432 1 0 0 0
91373407 0 46432 0 0 1428196200 2350100585
91373409 0 46434 1 0 0 0
91374351 0 46434 0 0 1428196200 2383524041
91374353 0 46436 1 0 0 0
91374913 0 46436 0 0 1428196200 2395055297
91374915 0 46438 1 0 0 0
91375567 0 46438 0 0 1428196200 2456161319
91375569 0 46440 1 0 0 0
91377233 0 46440 0 0 1428196200 3267601602
91377235 0 46442 1 0 0 0
91378359 0 46442 0 0 1428196201 2227414113
91378361 0 46444 1 0 0 0
91379861 0 46444 0 0 1428196360 3468069158
91379863 0 46446 1 0 0 0
91380159 0 46446 0 0 1428196361 2222306409
91380161 0 46448 1 0 0 0
91381031 0 46448 0 0 1428196361 2226560291
91381033 0 46450 1 0 0 0
91381645 0 46450 0 0 1428196362 1147248043
91381647 0 46452 1 0 0 0
91386165 0 46452 0 0 1428196378 1310099659
91386167 0 46454 1 0 0 0
91386879 0 46454 0 0 1428196379 1276479721
91386881 0 46456 1 0 0 0
91387597 0 46456 0 0 1428196379 1310034121
91387599 0 46458 1 0 0 0
91390775 0 46458 0 0 1428196424 2349970791
91390777 0 46460 1 0 0 0
91393365 0 46460 0 0 1428196427 1148554278
91393367 0 46462 1 0 0 0
91393897 0 46462 0 0 1428196427 1276479715
91393899 0 46464 1 0 0 0
91395531 0 46464 0 0 1428210251 1111858563
91395533 0 46466 1 0 0 0
91396167 0 46466 0 0 1428210251 1115000196
91396169 0 46468 1 0 0 0
91399639 0 46468 0 0 1428210280 1313181065
91399641 0 46470 1 0 0 0
91399791 0 46470 0 0 1428210280 1313187203
91399793 0 46472 1 0 0 0
91400193 0 46472 0 0 1428210280 1318170763
91400195 0 46474 1 0 0 0
91401215 0 46474 0 0 1428210280 1388420235
91401217 0 46476 1 0 0 0
91401999 0 46476 0 0 1428210281 3259343980
91402001 0 46478 1 0 0 0
91403393 0 46478 0 0 1428210443 1388453218
91403395 0 46480 1 0 0 0
91404447 0 46480 0 0 1428210443 1452509324
91404449 0 46482 1 0 0 0
91404699 0 46482 0 0 1428210443 1452511308
91404701 0 46484 1 0 0 0
91405025 0 46484 0 0 1428210443 1452519554
91405027 0 46486 1 0 0 0
91405327 0 46486 0 0 1428210491 1120185412
91405329 0 46488 1 0 0 0
91405537 0 46488 0 0 1428210491 1120185474
91405539 0 46490 1 0 0 0
91405949 0 46490 0 0 1428210507 1111731276
91405951 0 46492 1 0 0 0
91406419 0 46492 0 0 1428210507 1111858252
91406421 0 46494 1 0 0 0
91408417 0 46494 0 0 1428210699 1388420171
91408419 0 46496 1 0 0 0
91408881 0 46496 0 0 1428210699 1450291273
91408883 0 46498 1 0 0 0
91409007 0 46498 0 0 1428210699 1450291490
91409009 0 46500 1 0 0 0
91409973 0 46500 0 0 1428210707 1388424417
91409975 0 46502 1 0 0 0
91410219 0 46502 0 0 1428210707 1450291489
91410221 0 46504 1 0 0 0
91410741 0 46504 0 0 1428210707 1452519459
91410743 0 46506 1 0 0 0
91410937 0 46506 0 0 1428210707 1452519521
91410939 0 46508 1 0 0 0
91412387 0 46508 0 0 1428210792 1388420171
91412389 0 46510 1 0 0 0
91413111 0 46510 0 0 1428212497 3259409516
91413113 0 46512 1 0 0 0
91413849 0 46512 0 0 1428212504 1380359244
91413851 0 46514 1 0 0 0
91413935 0 46514 0 0 1428212504 1380359554
91413937 0 46516 1 0 0 0
91414229 0 46516 0 0 1428212584 1318170692
91414231 0 46518 1 0 0 0
91414471 0 46518 0 0 1428212584 1321313348
91414473 0 46520 1 0 0 0
91420589 0 46520 0 0 1428212760 1313186893
91420591 0 46522 1 0 0 0
91421585 0 46522 0 0 1428212760 1318488203
91421587 0 46524 1 0 0 0
91421927 0 46524 0 0 1428212763 1318422657
91421929 0 46526 1 0 0 0
91425159 0 46526 0 0 1428251168 1388514541
91425161 0 46528 1 0 0 0
91425805 0 46528 0 0 1428251169 2190871975
91425807 0 46530 1 0 0 0
91426235 0 46530 0 0 1428251169 3267664291
91426237 0 46532 1 0 0 0
91426483 0 46532 0 0 1428251169 3267671235
91426485 0 46534 1 0 0 0
91427367 0 46534 0 0 1428251171 1116933356
91427369 0 46536 1 0 0 0
91430467 0 46536 0 0 1428251192 3264649356
91430469 0 46538 1 0 0 0
91431385 0 46538 0 0 1428251192 3267664013
91431387 0 46540 1 0 0 0
91431727 0 46540 0 0 1428251192 3267671236
91431729 0 46542 1 0 0 0
91433549 0 46542 0 0 1428251195 1120177348
91433551 0 46544 1 0 0 0
91437139 0 46544 0 0 1428251232 3530699814
91437141 0 46546 1 0 0 0
91437875 0 46546 0 0 1428251233 2450666723
91437877 0 46548 1 0 0 0
91441141 0 46548 0 0 1428251401 2227418249
91441143 0 46550 1 0 0 0
91441389 0 46550 0 0 1428251401 2227418249
91441391 0 46550 1 0 0 0
91443339 0 46550 0 0 1428251403 1150529670
91443341 0 46552 1 0 0 0
91443589 0 46552 0 0 1428251403 1150529670
91443591 0 46552 1 0 0 0
91446077 0 46552 0 0 1428251451 1150687361
91446079 0 46554 1 0 0 0
91446335 0 46554 0 0 1428251451 1153734785
91446337 0 46556 1 0 0 0
91450057 0 46556 0 0 1428251656 3432384935
91450059 0 46558 1 0 0 0
91451177 0 46558 0 0 1428251656 3530950861
91451179 0 46560 1 0 0 0
91451765 0 46560 0 0 1428251656 3530983814
91451767 0 46562 1 0 0 0
91453727 0 46562 0 0 1428251658 1153666470
91453729 0 46564 1 0 0 0
91454671 0 46564 0 0 1428251659 1148587302
91454673 0 46566 1 0 0 0
91460427 0 46566 0 0 1428251666 1276227821
91460429 0 46568 1 0 0 0
91461485 0 46568 0 0 1428251667 1284747299
91461487 0 46570 1 0 0 0
91461771 0 46570 0 0 1428251667 1383468070
91461773 0 46572 1 0 0 0
91471537 0 46572 0 0 1428267553 3266621635
91471539 0 46574 1 0 0 0
91471747 0 46574 0 0 1428267554 1321315521
91471749 0 46576 1 0 0 0
91472025 0 46576 0 0 1428267576 1284903267
91472027 0 46578 1 0 0 0
91472271 0 46578 0 0 1428267576 1286902147
91472273 0 46580 1 0 0 0
91476423 0 46580 0 0 1428267592 1279630723
91476425 0 46582 1 0 0 0
91476811 0 46582 0 0 1428267592 1279663459
91476813 0 46584 1 0 0 0
91477205 0 46584 0 0 1428267592 1286708364
91477207 0 46586 1 0 0 0
91479255 0 46586 0 0 1428267593 2192710659
91479257 0 46586 1 0 0 0
91479497 0 46586 0 0 1428267593 2192711043
91479499 0 46588 1 0 0 0
91479739 0 46588 0 0 1428267593 2192716003
91479741 0 46590 1 0 0 0
91489427 0 46590 0 0 1428267785 2526416967
91489429 0 46592 1 0 0 0
91490375 0 46592 0 0 1428267785 3300069676
91490377 0 46594 1 0 0 0
91493545 0 46594 0 0 1428267832 2517831980
91493547 0 46596 1 0 0 0
91496725 0 46596 0 0 1428267872 2383555878
91496727 0 46598 1 0 0 0
91497859 0 46598 0 0 1428267872 2517831975
91497861 0 46600 1 0 0 0
91499481 0 46600 0 0 1428267873 3261433993
91499483 0 46602 1 0 0 0
91511099 0 46602 0 0 1428268042 1449242695
91511101 0 46604 1 0 0 0
91512179 0 46604 0 0 1428268049 3591775427
91512181 0 46606 1 0 0 0
91512413 0 46606 0 0 1428268049 3597018147
91512415 0 46608 1 0 0 0
91516397 0 46608 0 0 1428268129 3294995491
91516399 0 46610 1 0 0 0
91517659 0 46610 0 0 1428268130 1147251937
91517661 0 46612 1 0 0 0
91518415 0 46612 0 0 1428268130 1276226786
91518417 0 46614 1 0 0 0
91523493 0 46614 0 0 1428269841 2193761504
91523495 0 46614 1 0 0 0
91524647 0 46614 0 0 1428269848 1279565186
91524649 0 46616 1 0 0 0
91526159 0 46616 0 0 1428269848 1313219654
91526161 0 46618 1 0 0 0
91526633 0 46618 0 0 1428269849 2224427233
91526635 0 46620 1 0 0 0
91528503 0 46620 0 0 1428269856 2392198182
91528505 0 46622 1 0 0 0
91528807 0 46622 0 0 1428269857 2190871778
91528809 0 46624 1 0 0 0
91535367 0 46624 0 0 1429218106 1445075213
91535369 0 46626 1 0 0 0
91536533 0 46626 0 0 1429218107 1344412009
91536535 0 46628 1 0 0 0
91538797 0 46628 0 0 1429218113 2452008071
91538799 0 46630 1 0 0 0
91541653 0 46630 0 0 1429218137 2418160873
91541655 0 46632 1 0 0 0
91550337 0 46632 0 0 1429218323 1383181512
91550339 0 46634 1 0 0 0
91558017 0 46634 0 0 1429218371 1182107849
91558019 0 46636 1 0 0 0
91560761 0 46636 0 0 1429218395 1150487560
91560763 0 46636 1 0 0 0
91566221 0 46636 0 0 1429218834 1514409319
91566223 0 46638 1 0 0 0
91571819 0 46638 0 0 1429218850 1451334733
91571821 0 46640 1 0 0 0
91572171 0 46640 0 0 1429218850 1518447687
91572173 0 46642 1 0 0 0
91575311 0 46642 0 0 1429218904 3494163527
91575313 0 46644 1 0 0 0
91576019 0 46644 0 0 1429218905 3292837123
91576021 0 46646 1 0 0 0
91580965 0 46646 0 0 1429219347 1182051524
91580967 0 46648 1 0 0 0
91582537 0 46648 0 0 1429219360 2593328487
91582539 0 46650 1 0 0 0
91585859 0 46650 0 0 1429219416 3424957575
91585861 0 46652 1 0 0 0
91593317 0 46652 0 0 1429220129 3330705609
91593319 0 46654 1 0 0 0
91602131 0 46654 0 0 1429235217 3591648548
91602133 0 46656 1 0 0 0
91605449 0 46656 0 0 1429235218 1511271652
91605451 0 46658 1 0 0 0
91609501 0 46658 0 0 1429235232 1354139881
91609503 0 46660 1 0 0 0
91610623 0 46660 0 0 1429235232 1452520520
91610625 0 46662 1 0 0 0
91610817 0 46662 0 0 1429235232 1452520520
91610819 0 46662 1 0 0 0
91611637 0 46662 0 0 1429235232 2427886881
91611639 0 46664 1 0 0 0
91612117 0 46664 0 0 1429235232 2526262529
91612119 0 46666 1 0 0 0
91613337 0 46666 0 0 1429235264 1519618187
91613339 0 46668 1 0 0 0
91614459 0 46668 0 0 1429235267 1116965003
91614461 0 46670 1 0 0 0
91619149 0 46670 0 0 1429235290 1111924807
91619151 0 46672 1 0 0 0
91620947 0 46672 0 0 1429235291 1343359209
91620949 0 46674 1 0 0 0
91622165 0 46674 0 0 1429235304 2417106219
91622167 0 46676 1 0 0 0
91623111 0 46676 0 0 1429235305 3266578569
91623113 0 46678 1 0 0 0
91624035 0 46678 0 0 1429235306 1111764039
91624037 0 46680 1 0 0 0
91624185 0 46680 0 0 1429235306 1145285889
91624187 0 46682 1 0 0 0
91632225 0 46682 0 0 1429235746 1512287425
91632227 0 46684 1 0 0 0
91633123 0 46684 0 0 1429235747 1378036961
91633125 0 46686 1 0 0 0
91633453 0 46686 0 0 1429235800 2358293639
91633455 0 46688 1 0 0 0
91633693 0 46688 0 0 1429235801 43201607
91633695 0 46690 1 0 0 0
91634073 0 46690 0 0 1429235801 76756193
91634075 0 46692 1 0 0 0
91639997 0 46692 0 0 1429235817 41261129
91639999 0 46694 1 0 0 0
91640341 0 46694 0 0 1429235817 43358279
91640343 0 46696 1 0 0 0
91642213 0 46696 0 0 1429235817 303246407
91642215 0 46698 1 0 0 0
91642837 0 46698 0 0 1429235817 3299907721
91642839 0 46700 1 0 0 0
91649725 0 46700 0 0 1429236512 1519618310
91649727 0 46702 1 0 0 0
91652081 0 46702 0 0 1429236536 2584879113
91652083 0 46702 1 0 0 0
91653361 0 46702 0 0 1429236537 76978433
91653363 0 46704 1 0 0 0
91653761 0 46704 0 0 1429236537 437524553
91653763 0 46706 1 0 0 0
91663173 0 46706 0 0 1429242426 1116114123
91663175 0 46708 1 0 0 0
91665129 0 46708 0 0 1429242426 1518374091
91665131 0 46710 1 0 0 0
91667067 0 46710 0 0 1429242427 1451265225
91667069 0 46712 1 0 0 0
91674751 0 46712 0 0 1429242456 3262428360
91674753 0 46714 1 0 0 0
91676571 0 46714 0 0 1429242458 1276222888
91676573 0 46716 1 0 0 0
91676915 0 46716 0 0 1429242459 1114934472
91676917 0 46718 1 0 0 0
91683559 0 46718 0 0 1429242474 1276222824
91683561 0 46720 1 0 0 0
91686387 0 46720 0 0 1429243402 1518443595
91686389 0 46722 1 0 0 0
91686731 0 46722 0 0 1429243403 1148297577
91686733 0 46724 1 0 0 0
91687189 0 46724 0 0 1429243403 1149345067
91687191 0 46726 1 0 0 0
91687877 0 46726 0 0 1429243418 1149672491
91687879 0 46728 1 0 0 0
91688267 0 46728 0 0 1429243418 1511262567
91688269 0 46730 1 0 0 0
91689657 0 46730 0 0 1429243456 2584978787
91689659 0 46732 1 0 0 0
91692177 0 46732 0 0 1429243480 3262428232
91692179 0 46734 1 0 0 0
91693569 0 46734 0 0 1429243483 1148488744
91693571 0 46736 1 0 0 0
91696493 0 46736 0 0 1429243914 1512279243
91696495 0 46738 1 0 0 0
91698565 0 46738 0 0 1429243931 1148229993
91698567 0 46740 1 0 0 0
91700531 0 46740 0 0 1429243992 2350161315
91700533 0 46742 1 0 0 0
91701711 0 46742 0 0 1429243995 1148226854
91701713 0 46744 1 0 0 0
91703259 0 46744 0 0 1429244008 2360384803
91703261 0 46746 1 0 0 0
91708371 0 46746 0 0 1429244680 3431368999
91708373 0 46748 1 0 0 0
91711315 0 46748 0 0 1429244697 2450797639
91711317 0 46750 1 0 0 0
91711807 0 46750 0 0 1429244697 2450955336
91711809 0 46752 1 0 0 0
91711921 0 46752 0 0 1429244697 2451846369
91711923 0 46754 1 0 0 0
91713243 0 46754 0 0 1429244728 2592115913
91713245 0 46756 1 0 0 0
91715057 0 46756 0 0 1429244728 3665863750
91715059 0 46758 1 0 0 0
91717109 0 46758 0 0 1429244736 3659831335
91717111 0 46760 1 0 0 0
91739339 0 46760 0 0 1429259113 3263531145
91739341 0 46762 1 0 0 0
91744299 0 46762 0 0 1429259283 1452510248
91744301 0 46764 1 0 0 0
91744587 0 46764 0 0 1429259320 1184276555
91744589 0 46766 1 0 0 0
91744937 0 46766 0 0 1429259320 1344703787
91744939 0 46768 1 0 0 0
91745433 0 46768 0 0 1429259320 1445203245
91745435 0 46770 1 0 0 0
91745993 0 46770 0 0 1429259323 1445202953
91745995 0 46770 1 0 0 0
91747045 0 46770 0 0 1429259352 1182179401
91747047 0 46772 1 0 0 0
91747741 0 46772 0 0 1429259352 1344703721
91747743 0 46774 1 0 0 0
91748937 0 46774 0 0 1429259368 1184073995
91748939 0 46776 1 0 0 0
91750449 0 46776 0 0 1429259368 1383181384
91750451 0 46778 1 0 0 0
91751207 0 46778 0 0 1429260299 1377967459
91751209 0 46780 1 0 0 0
91754499 0 46780 0 0 1429260307 1117097188
91754501 0 46782 1 0 0 0
91755895 0 46782 0 0 1429260312 1512348811
91755897 0 46784 1 0 0 0
91756261 0 46784 0 0 1429260312 1517595716
91756263 0 46786 1 0 0 0
91760807 0 46786 0 0 1429261073 444703969
91760809 0 46788 1 0 0 0
91767041 0 46788 0 0 1429261112 1184276548
91767043 0 46790 1 0 0 0
91767585 0 46790 0 0 1429261112 1512344836
91767587 0 46792 1 0 0 0
91770747 0 46792 0 0 1429266976 1353816489
91770749 0 46794 1 0 0 0
91773731 0 46794 0 0 1429266977 2190849283
91773733 0 46796 1 0 0 0
91774145 0 46796 0 0 1429266978 1116048589
91774147 0 46798 1 0 0 0
91774183 0 46798 0 0 1429266978 1518447809
91774185 0 46800 1 0 0 0
91775131 0 46800 0 0 1429266979 1116048585
91775133 0 46802 1 0 0 0
91775419 0 46802 0 0 1429266979 1116933480
91775421 0 46804 1 0 0 0
91775759 0 46804 0 0 1429266979 1117100035
91775761 0 46804 1 0 0 0
91777303 0 46804 0 0 1429267008 1519491211
91777305 0 46806 1 0 0 0
91778315 0 46806 0 0 1429267008 3259344077
91778317 0 46808 1 0 0 0
91778859 0 46808 0 0 1429267011 1111796931
91778861 0 46810 1 0 0 0
91779887 0 46810 0 0 1429267032 1279571203
91779889 0 46812 1 0 0 0
91780227 0 46812 0 0 1429267032 1284617352
91780229 0 46814 1 0 0 0
91781685 0 46814 0 0 1429267032 3494163649
91781687 0 46816 1 0 0 0
91781991 0 46816 0 0 1429267033 2190619907
91781993 0 46818 1 0 0 0
91788967 0 46818 0 0 1429267048 3494225089
91788969 0 46820 1 0 0 0
91790165 0 46820 0 0 1429267049 2190839044
91790167 0 46822 1 0 0 0
91791567 0 46822 0 0 1429267049 2450664707
91791569 0 46824 1 0 0 0
91793513 0 46824 0 0 1429267050 1276226820
91793515 0 46826 1 0 0 0
91794769 0 46826 0 0 1429267209 2224403716
91794771 0 46828 1 0 0 0
91796377 0 46828 0 0 1429267211 1150493028
91796379 0 46830 1 0 0 0
91797267 0 46830 0 0 1429267264 2585046212
91797269 0 46832 1 0 0 0
91800961 0 46832 0 0 1429267288 2417112358
91800963 0 46834 1 0 0 0
91804037 0 46834 0 0 1429267291 1343359270
91804039 0 46836 1 0 0 0
91811177 0 46836 0 0 1429267474 1276226984
91811179 0 46838 1 0 0 0
91811779 0 46838 0 0 1429267474 1511104715
91811781 0 46840 1 0 0 0
91813361 0 46840 0 0 1429267475 1284874275
91813363 0 46842 1 0 0 0
91813865 0 46842 0 0 1429267475 1343330603
91813867 0 46844 1 0 0 0
91814277 0 46844 0 0 1429267475 1376886987
91814279 0 46846 1 0 0 0
91814475 0 46846 0 0 1429267475 1376890056
91814477 0 46848 1 0 0 0
91815375 0 46848 0 0 1429267523 1150654499
91815377 0 46850 1 0 0 0
91817321 0 46850 0 0 1429267547 1150487592
91817323 0 46852 1 0 0 0
91818261 0 46852 0 0 1429267560 1284868355
91818263 0 46854 1 0 0 0
91818601 0 46854 0 0 1429267560 1353816137
91818603 0 46856 1 0 0 0
91823713 0 46856 0 0 1429269272 1380201542
91823715 0 46858 1 0 0 0
91823995 0 46858 0 0 1429269273 2450666504
91823997 0 46858 1 0 0 0
91825645 0 46858 0 0 1429269312 2584847556
91825647 0 46860 1 0 0 0
91829533 0 46860 0 0 1429283360 1183226886
91829535 0 46860 1 0 0 0
91831653 0 46860 0 0 1429283361 3263542467
91831655 0 46862 1 0 0 0
91832589 0 46862 0 0 1429283361 3598759107
91832591 0 46864 1 0 0 0
91835829 0 46864 0 0 1429283392 3262557380
91835831 0 46866 1 0 0 0
91839297 0 46866 0 0 1429283432 3430984839
91839299 0 46868 1 0 0 0
91843863 0 46868 0 0 1429283593 280403014
91843865 0 46870 1 0 0 0
91844131 0 46870 0 0 1429283593 377697351
91844133 0 46872 1 0 0 0
91844629 0 46872 0 0 1429283593 3297096838
91844631 0 46874 1 0 0 0
91844997 0 46874 0 0 1429283593 3300073892
91844999 0 46876 1 0 0 0
91846065 0 46876 0 0 1429283595 1149607046
91846067 0 46878 1 0 0 0
91850139 0 46878 0 0 1429283689 42150983
91850141 0 46880 1 0 0 0
91851349 0 46880 0 0 1429283689 269850695
91851351 0 46882 1 0 0 0
91858391 0 46882 0 0 1429283851 1344507083
91858393 0 46884 1 0 0 0
91860463 0 46884 0 0 1429283857 3323371723
91860465 0 46886 1 0 0 0
91860853 0 46886 0 0 1429283857 3591641507
91860855 0 46888 1 0 0 0
91861813 0 46888 0 0 1429283859 1182113985
91861815 0 46890 1 0 0 0
91862995 0 46890 0 0 1429283859 1450216648
91862997 0 46892 1 0 0 0
91867145 0 46892 0 0 1429283944 1277406467
91867147 0 46894 1 0 0 0
91875261 0 46894 0 0 1429284371 1115827427
91875263 0 46896 1 0 0 0
91876561 0 46896 0 0 1429284376 1354144836
91876563 0 46898 1 0 0 0
91885995 0 46898 0 0 1429285649 3323371716
91885997 0 46900 1 0 0 0
91887151 0 46900 0 0 1429285664 1183226950
91887153 0 46902 1 0 0 0
91895707 0 46902 0 0 1429480280 2391945478
91895709 0 46904 1 0 0 0
91906821 0 46904 0 0 1429480504 3592824008
91906823 0 46906 1 0 0 0
91907489 0 46906 0 0 1429480507 78911593
91907491 0 46908 1 0 0 0
91931141 0 46908 0 0 1429481489 3333730500
91931143 0 46910 1 0 0 0
91933523 0 46910 0 0 1429481505 3333730498
91933525 0 46912 1 0 0 0
91934159 0 46912 0 0 1429481507 237341897
91934161 0 46914 1 0 0 0
91943911 0 46914 0 0 1429482528 2392165638
91943913 0 46916 1 0 0 0
91953613 0 46916 0 0 1429497363 38022439
91953615 0 46918 1 0 0 0
91956047 0 46918 0 0 1429497408 1447273858
91956049 0 46920 1 0 0 0
91956839 0 46920 0 0 1429497408 2517864841
91956841 0 46922 1 0 0 0
91958627 0 46922 0 0 1429497411 76779563
91958629 0 46924 1 0 0 0
91959931 0 46924 0 0 1429497419 38022215
91959933 0 46926 1 0 0 0
91960807 0 46926 0 0 1429497419 71544065
91960809 0 46928 1 0 0 0
91962603 0 46928 0 0 1429497433 3301183529
91962605 0 46930 1 0 0 0
91965455 0 46930 0 0 1429497873 3524661451
91965457 0 46932 1 0 0 0
91971833 0 46932 0 0 1429497888 2461048198
91971835 0 46934 1 0 0 0
91973411 0 46934 0 0 1429497891 43358279
91973413 0 46936 1 0 0 0
91974115 0 46936 0 0 1429497891 308325447
91974117 0 46938 1 0 0 0
91975135 0 46938 0 0 1429497944 2350256423
91975137 0 46940 1 0 0 0
91985253 0 46940 0 0 1429498898 205565223
91985255 0 46942 1 0 0 0
91999625 0 46942 0 0 1429504568 3599115457
91999627 0 46944 1 0 0 0
92000167 0 46944 0 0 1429504571 45357161
92000169 0 46946 1 0 0 0
92007709 0 46946 0 0 1429504587 202481000
92007711 0 46948 1 0 0 0
92009723 0 46948 0 0 1429504601 2193886441
92009725 0 46950 1 0 0 0
92017789 0 46950 0 0 1429505544 3599108391
92017791 0 46952 1 0 0 0
92018579 0 46952 0 0 1429505547 75603243
92018581 0 46954 1 0 0 0
92020185 0 46954 0 0 1429505563 236193801
92020187 0 46954 1 0 0 0
92021519 0 46954 0 0 1429505600 2517736748
92021521 0 46956 1 0 0 0
92021889 0 46956 0 0 1429505600 2517869676
92021891 0 46958 1 0 0 0
92022327 0 46958 0 0 1429505600 3267601762
92022329 0 46960 1 0 0 0
92023107 0 46960 0 0 1429505608 3263564011
92023109 0 46962 1 0 0 0
92023601 0 46962 0 0 1429505608 3266578668
92023603 0 46964 1 0 0 0
92025051 0 46964 0 0 1429505611 78875688
92025053 0 46966 1 0 0 0
92026969 0 46966 0 0 1429505624 2395212841
92026971 0 46968 1 0 0 0
92032499 0 46968 0 0 1429506059 237341897
92032501 0 46970 1 0 0 0
92034009 0 46970 0 0 1429506075 236296265
92034011 0 46972 1 0 0 0
92034625 0 46972 0 0 1429506075 237348033
92034627 0 46974 1 0 0 0
92035015 0 46974 0 0 1429506075 246454345
92035017 0 46976 1 0 0 0
92035703 0 46976 0 0 1429506136 2350166119
92035705 0 46978 1 0 0 0
92036673 0 46978 0 0 1429506136 3261378631
92036675 0 46980 1 0 0 0
92036871 0 46980 0 0 1429506136 3261378631
92036873 0 46980 1 0 0 0
92037591 0 46980 0 0 1429506136 3424956423
92037593 0 46980 1 0 0 0
92037733 0 46980 0 0 1429506136 3458606273
92037735 0 46982 1 0 0 0
92038053 0 46982 0 0 1429506144 2393935142
92038055 0 46984 1 0 0 0
92038329 0 46984 0 0 1429506144 2455801191
92038331 0 46986 1 0 0 0
92040723 0 46986 0 0 1429507080 3467905318
92040725 0 46988 1 0 0 0
92041475 0 46988 0 0 1429507081 2518945063
92041477 0 46990 1 0 0 0
92047839 0 46990 0 0 1429507128 3596657736
92047841 0 46992 1 0 0 0
92052467 0 46992 0 0 1429507144 2349965671
92052469 0 46994 1 0 0 0
92054289 0 46994 0 0 1429507144 3425017895
92054291 0 46996 1 0 0 0
92056191 0 46996 0 0 1429507145 2249564231
92056193 0 46998 1 0 0 0
92056541 0 46998 0 0 1429520952 1187254633
92056543 0 47000 1 0 0 0
92056989 0 47000 0 0 1429520952 1187287307
92056991 0 47002 1 0 0 0
92057113 0 47002 0 0 1429520952 1187294468
92057115 0 47004 1 0 0 0
92058795 0 47004 0 0 1429520971 38014311
92058797 0 47006 1 0 0 0
92060521 0 47006 0 0 1429520971 109190187
92060523 0 47008 1 0 0 0
92062043 0 47008 0 0 1429520984 1313082761
92062045 0 47010 1 0 0 0
92063047 0 47010 0 0 1429520985 3259248745
92063049 0 47012 1 0 0 0
92063745 0 47012 0 0 1429520985 3334737961
92063747 0 47014 1 0 0 0
92064391 0 47014 0 0 1429520986 38047111
92064393 0 47016 1 0 0 0
92067653 0 47016 0 0 1429520993 3330641961
92067655 0 47018 1 0 0 0
92070319 0 47018 0 0 1429521162 371334444
92070321 0 47020 1 0 0 0
92072569 0 47020 0 0 1429521208 2525008265
92072571 0 47022 1 0 0 0
92072865 0 47022 0 0 1429521208 2526056716
92072867 0 47024 1 0 0 0
92073181 0 47024 0 0 1429521209 46443778
92073183 0 47026 1 0 0 0
92073427 0 47026 0 0 1429521211 42085666
92073429 0 47028 1 0 0 0
92073981 0 47028 0 0 1429521225 42305927
92073983 0 47030 1 0 0 0
92076919 0 47030 0 0 1429521240 2395086889
92076921 0 47032 1 0 0 0
92077605 0 47032 0 0 1429521241 3259281666
92077607 0 47034 1 0 0 0
92078735 0 47034 0 0 1429521242 43124972
92078737 0 47036 1 0 0 0
92078927 0 47036 0 0 1429521242 46270697
92078929 0 47038 1 0 0 0
92079633 0 47038 0 0 1429521248 2525008167
92079635 0 47040 1 0 0 0
92079937 0 47040 0 0 1429521249 42305769
92079939 0 47042 1 0 0 0
92080561 0 47042 0 0 1429521249 3527450978
92080563 0 47044 1 0 0 0
92081357 0 47044 0 0 1429521250 38054983
92081359 0 47046 1 0 0 0
92081971 0 47046 0 0 1429521417 3592695913
92081973 0 47048 1 0 0 0
92082429 0 47048 0 0 1429521418 371428745
92082431 0 47050 1 0 0 0
92083481 0 47050 0 0 1429521419 304360551
92083483 0 47052 1 0 0 0
92085741 0 47052 0 0 1429521464 1445203337
92085743 0 47054 1 0 0 0
92086441 0 47054 0 0 1429521504 1445176424
92086443 0 47056 1 0 0 0
92086713 0 47056 0 0 1429521506 371428393
92086715 0 47058 1 0 0 0
92088515 0 47058 0 0 1429522443 304225387
92088517 0 47060 1 0 0 0
92089159 0 47060 0 0 1429522449 43355143
92089161 0 47060 1 0 0 0
92089263 0 47060 0 0 1429522449 43355148
92089265 0 47060 1 0 0 0
92089509 0 47060 0 0 1429522449 43355372
92089511 0 47062 1 0 0 0
92090025 0 47062 0 0 1429522451 110333963
92090027 0 47062 1 0 0 0
92090097 0 47062 0 0 1429522451 110334305
92090099 0 47064 1 0 0 0
92091007 0 47064 0 0 1429522456 1311090052
92091009 0 47066 1 0 0 0
92091991 0 47066 0 0 1429522459 304225291
92091993 0 47066 1 0 0 0
92096457 0 47066 0 0 1429523474 373329191
92096459 0 47068 1 0 0 0
92103493 0 47068 0 0 1429529123 42306761
92103495 0 47070 1 0 0 0
92104667 0 47070 0 0 1429529152 3259281611
92104669 0 47072 1 0 0 0
92104933 0 47072 0 0 1429529152 3259344076
92104935 0 47074 1 0 0 0
92107683 0 47074 0 0 1429529176 3432386600
92107685 0 47076 1 0 0 0
92107919 0 47076 0 0 1429529177 2190618728
92107921 0 47078 1 0 0 0
92114167 0 47078 0 0 1429529184 3434385448
92114169 0 47080 1 0 0 0
