Time Done Counter ack_out a_out_2 a_out_1 a_out_0
479135 0 64 0 0 295513362 2360516748
479137 0 66 1 0 0 0
490157 0 66 0 0 295519338 1254168843
490159 0 68 1 0 0 0
493975 0 68 0 0 295520360 2288395621
493977 0 70 1 0 0 0
497157 0 70 0 0 295521320 2523149449
497159 0 72 1 0 0 0
499349 0 72 0 0 295521322 1514217675
499351 0 74 1 0 0 0
514559 0 74 0 0 295526979 1220843845
514561 0 76 1 0 0 0
523525 0 76 0 0 295528545 1512347786
523527 0 78 1 0 0 0
547057 0 78 0 0 295536657 448043333
547059 0 80 1 0 0 0
548359 0 80 0 0 295536657 1521782986
548361 0 82 1 0 0 0
550147 0 82 0 0 295536728 2288301381
550149 0 84 1 0 0 0
555339 0 84 0 0 295536745 212936873
555341 0 86 1 0 0 0
556591 0 86 0 0 295536745 1411520873
556593 0 88 1 0 0 0
589491 0 88 0 0 295545667 136488138
589493 0 90 1 0 0 0
589715 0 90 0 0 295545667 136488138
589717 0 90 1 0 0 0
596115 0 90 0 0 295716691 1254234473
596117 0 92 1 0 0 0
597389 0 92 0 0 295716705 2530377866
597391 0 92 1 0 0 0
597501 0 92 0 0 295716705 2530378020
597503 0 92 1 0 0 0
609061 0 92 0 0 295718225 2522222887
609063 0 94 1 0 0 0
621773 0 94 0 0 295749907 1447269708
621775 0 96 1 0 0 0
627089 0 96 0 0 295750418 2329027820
627091 0 98 1 0 0 0
629545 0 98 0 0 295750504 2395088042
629547 0 100 1 0 0 0
630335 0 100 0 0 295750505 1480829001
630337 0 102 1 0 0 0
638695 0 102 0 0 295750984 2555619467
638697 0 104 1 0 0 0
652137 0 104 0 0 295781482 1482759339
652139 0 106 1 0 0 0
657455 0 106 0 0 295782248 2328044900
657457 0 108 1 0 0 0
658099 0 108 0 0 295782250 3292734636
658101 0 110 1 0 0 0
660443 0 110 0 0 295783442 3460732198
660445 0 112 1 0 0 0
661807 0 112 0 0 295783456 2394330406
661809 0 114 1 0 0 0
663141 0 114 0 0 295783458 1255218534
663143 0 116 1 0 0 0
670395 0 116 0 0 295783714 1254168935
670397 0 118 1 0 0 0
677417 0 118 0 0 295789154 1279699111
677419 0 120 1 0 0 0
696779 0 120 0 0 295790867 1249257668
696781 0 122 1 0 0 0
709369 0 122 0 0 295791953 2220238052
709371 0 124 1 0 0 0
716843 0 124 0 0 295797834 3293820230
716845 0 126 1 0 0 0
719555 0 126 0 0 295798545 2530354346
719557 0 128 1 0 0 0
720037 0 128 0 0 295798546 2329027942
720039 0 130 1 0 0 0
720363 0 130 0 0 295798546 2329186507
720365 0 132 1 0 0 0
733171 0 132 0 0 295799145 2226298180
733173 0 134 1 0 0 0
733447 0 134 0 0 295799145 2226360645
733449 0 136 1 0 0 0
751863 0 136 0 0 295806800 2327979366
751865 0 138 1 0 0 0
752209 0 138 0 0 295806800 2328137931
752211 0 140 1 0 0 0
755545 0 140 0 0 295807249 1449535623
755547 0 142 1 0 0 0
759821 0 142 0 0 295807329 1152585962
759823 0 144 1 0 0 0
771265 0 144 0 0 295979089 441850215
771267 0 146 1 0 0 0
773509 0 146 0 0 295979114 3461748874
773511 0 148 1 0 0 0
777197 0 148 0 0 295980097 2530385034
777199 0 150 1 0 0 0
794877 0 150 0 0 296011880 2555619467
794879 0 152 1 0 0 0
796575 0 152 0 0 296012305 411473131
796577 0 154 1 0 0 0
797257 0 154 0 0 296012306 3397812359
797259 0 154 1 0 0 0
805005 0 154 0 0 296012842 3664906506
805007 0 156 1 0 0 0
805855 0 156 0 0 296012880 2589200743
805857 0 158 1 0 0 0
806883 0 158 0 0 296012881 441715047
806885 0 160 1 0 0 0
809567 0 160 0 0 296013136 2395087019
809569 0 162 1 0 0 0
829917 0 162 0 0 296021009 2496831627
829919 0 164 1 0 0 0
830121 0 164 0 0 296021009 2595365189
830123 0 166 1 0 0 0
830247 0 166 0 0 296021009 2595365189
830249 0 166 1 0 0 0
830577 0 166 0 0 296021009 2595389578
830579 0 166 1 0 0 0
838465 0 166 0 0 296021315 71510187
838467 0 168 1 0 0 0
852183 0 168 0 0 296051779 170301767
852185 0 170 1 0 0 0
854629 0 170 0 0 296051795 203666693
854631 0 172 1 0 0 0
884615 0 172 0 0 296059970 3391527239
884617 0 174 1 0 0 0
892637 0 174 0 0 296060968 2595364166
892639 0 176 1 0 0 0
900737 0 176 0 0 296061458 3427180711
900739 0 178 1 0 0 0
902133 0 178 0 0 296061473 2518922501
902135 0 180 1 0 0 0
904527 0 180 0 0 296061482 3292771590
904529 0 182 1 0 0 0
945515 0 182 0 0 296241451 1449532552
945517 0 184 1 0 0 0
968433 0 184 0 0 296274267 1210324204
968435 0 186 1 0 0 0
968869 0 186 0 0 296274267 1220809954
968871 0 188 1 0 0 0
971527 0 188 0 0 296274273 444667115
971529 0 190 1 0 0 0
974797 0 190 0 0 296274707 248652968
974799 0 192 1 0 0 0
975781 0 192 0 0 296274731 148087880
975783 0 194 1 0 0 0
984275 0 194 0 0 296275273 411112683
984277 0 196 1 0 0 0
985073 0 196 0 0 296275275 136549736
985075 0 198 1 0 0 0
1001777 0 198 0 0 296282400 2595430572
1001779 0 200 1 0 0 0
1005913 0 200 0 0 296282897 1484928294
1005915 0 202 1 0 0 0
1022821 0 202 0 0 296289299 1450580261
1022823 0 204 1 0 0 0
1030891 0 204 0 0 296291089 214217895
1030893 0 206 1 0 0 0
1032475 0 206 0 0 296291107 237410597
1032477 0 208 1 0 0 0
1044393 0 208 0 0 296291672 2388010118
1044395 0 210 1 0 0 0
1069155 0 210 0 0 296322904 2362740997
1069157 0 212 1 0 0 0
1073575 0 212 0 0 296323345 1320591556
1073577 0 214 1 0 0 0
1075129 0 214 0 0 296323363 1449204904
1075131 0 216 1 0 0 0
1118229 0 216 0 0 296503123 176591049
1118231 0 218 1 0 0 0
1121605 0 218 0 0 296503339 349376807
1121607 0 220 1 0 0 0
1133869 0 220 0 0 296534603 148121767
1133871 0 222 1 0 0 0
1152763 0 222 0 0 296536169 410069161
1152765 0 224 1 0 0 0
1153185 0 224 0 0 296536169 1478731913
1153187 0 226 1 0 0 0
1162955 0 226 0 0 296537160 2329159815
1162957 0 228 1 0 0 0
1163357 0 228 0 0 296537163 1210324202
1163359 0 230 1 0 0 0
1175275 0 230 0 0 296543315 73675945
1175277 0 232 1 0 0 0
1179415 0 232 0 0 296544800 2558735653
1179417 0 234 1 0 0 0
1179857 0 234 0 0 296544802 1255217420
1179859 0 236 1 0 0 0
1191365 0 236 0 0 296545314 1255221510
1191367 0 238 1 0 0 0
1201591 0 238 0 0 296551442 2590385381
1201593 0 240 1 0 0 0
1203999 0 240 0 0 296551499 170079559
1204001 0 242 1 0 0 0
1206137 0 242 0 0 296551522 1244043591
1206139 0 244 1 0 0 0
1206847 0 244 0 0 296551522 2222109990
1206849 0 246 1 0 0 0
1213239 0 246 0 0 296553003 1145445670
1213241 0 248 1 0 0 0
1221641 0 248 0 0 296553505 2485556457
1221643 0 250 1 0 0 0
1224925 0 250 0 0 296553514 1145478470
1224927 0 252 1 0 0 0
1236209 0 252 0 0 296559697 1153676550
1236211 0 254 1 0 0 0
1236491 0 254 0 0 296559699 1147542696
1236493 0 256 1 0 0 0
1238105 0 256 0 0 296559714 2222109958
1238107 0 258 1 0 0 0
1242945 0 258 0 0 296560401 411473222
1242947 0 260 1 0 0 0
1246111 0 260 0 0 296560427 1153638724
1246113 0 262 1 0 0 0
1246521 0 262 0 0 296560427 1153702026
1246523 0 264 1 0 0 0
1248757 0 264 0 0 296560481 80914694
1248759 0 266 1 0 0 0
1250415 0 266 0 0 296560488 2558726469
1250417 0 268 1 0 0 0
1315911 0 268 0 0 296798555 1210324202
1315913 0 270 1 0 0 0
1320005 0 270 0 0 296799018 2295597351
1320007 0 272 1 0 0 0
1342123 0 272 0 0 296806747 1145250117
1342125 0 274 1 0 0 0
1347261 0 274 0 0 296807185 2496799912
1347263 0 276 1 0 0 0
1391631 0 276 0 0 296821841 1445180616
1391633 0 278 1 0 0 0
1426415 0 278 0 0 296830737 2530481444
1426417 0 280 1 0 0 0
1426691 0 280 0 0 296830738 3397821574
1426693 0 282 1 0 0 0
1438631 0 282 0 0 296831065 80946405
1438633 0 284 1 0 0 0
1463695 0 284 0 0 297060441 1478633705
1463697 0 286 1 0 0 0
1468461 0 286 0 0 297060705 377653575
1468463 0 288 1 0 0 0
1469323 0 288 0 0 297060705 1447274754
1469325 0 290 1 0 0 0
1469743 0 290 0 0 297060706 2283970919
1469745 0 292 1 0 0 0
1485019 0 292 0 0 297068889 1145448710
1485021 0 294 1 0 0 0
1485237 0 294 0 0 297068889 1145448710
1485239 0 294 1 0 0 0
1487003 0 294 0 0 297068897 2226299204
1487005 0 296 1 0 0 0
1511555 0 296 0 0 297077832 2326928710
1511557 0 298 1 0 0 0
1543475 0 298 0 0 297092898 3401881858
1543477 0 300 1 0 0 0
1551407 0 300 0 0 297093162 3295028452
1551409 0 302 1 0 0 0
1567703 0 302 0 0 297101090 2555676872
1567705 0 304 1 0 0 0
1573051 0 304 0 0 297101347 340859175
1573053 0 306 1 0 0 0
1577123 0 306 0 0 297101601 2495684775
1577125 0 308 1 0 0 0
1580319 0 308 0 0 297101665 1145284870
1580321 0 310 1 0 0 0
1600201 0 310 0 0 302573915 1244868936
1600203 0 312 1 0 0 0
1637233 0 312 0 0 302588755 1448325320
1637235 0 314 1 0 0 0
1662459 0 314 0 0 302598233 1188245799
1662461 0 316 1 0 0 0
1679701 0 316 0 0 302605907 1254362345
1679703 0 318 1 0 0 0
1686659 0 318 0 0 302606433 1389563114
1686661 0 320 1 0 0 0
1688405 0 320 0 0 302606651 1187193157
1688407 0 322 1 0 0 0
1698561 0 322 0 0 302614090 3662782791
1698563 0 324 1 0 0 0
1708723 0 324 0 0 302614874 171351366
1708725 0 326 1 0 0 0
1712173 0 326 0 0 302615098 3426132137
1712175 0 328 1 0 0 0
1754509 0 328 0 0 303629147 1151507756
1754511 0 330 1 0 0 0
1760899 0 330 0 0 303631379 1319212331
1760901 0 332 1 0 0 0
1761825 0 332 0 0 303631403 1151442219
1761827 0 334 1 0 0 0
1764457 0 334 0 0 303631704 3391402311
1764459 0 336 1 0 0 0
1780569 0 336 0 0 303639402 406038597
1780571 0 338 1 0 0 0
1782539 0 338 0 0 303639571 1312137541
1782541 0 340 1 0 0 0
1786293 0 340 0 0 303639635 1312137285
1786295 0 342 1 0 0 0
1787603 0 342 0 0 303639825 1485147370
1787605 0 344 1 0 0 0
1787875 0 344 0 0 303639825 1487113576
1787877 0 346 1 0 0 0
1802891 0 346 0 0 303645546 404985193
1802893 0 348 1 0 0 0
1808225 0 348 0 0 303647786 80846123
1808227 0 350 1 0 0 0
1808757 0 350 0 0 303647786 3295781289
1808759 0 352 1 0 0 0
1808999 0 352 0 0 303647786 3664846953
1809001 0 354 1 0 0 0
1818077 0 354 0 0 303648056 3632338219
1818079 0 356 1 0 0 0
1818929 0 356 0 0 303648059 109122859
1818931 0 358 1 0 0 0
1826973 0 358 0 0 303653457 1518448873
1826975 0 360 1 0 0 0
1833115 0 360 0 0 303653715 1249980649
1833117 0 362 1 0 0 0
1840529 0 362 0 0 303655264 3665892586
1840531 0 364 1 0 0 0
1842489 0 364 0 0 303655265 1520666883
1842491 0 366 1 0 0 0
1845939 0 366 0 0 303656248 3626276168
1845941 0 368 1 0 0 0
1848733 0 368 0 0 303656273 1149350121
1848735 0 370 1 0 0 0
1868717 0 370 0 0 303663379 1312137541
1868719 0 372 1 0 0 0
1872209 0 372 0 0 303663448 3391367591
1872211 0 374 1 0 0 0
1875149 0 374 0 0 303663451 1244932322
1875151 0 376 1 0 0 0
1875483 0 376 0 0 303663451 1252072552
1875485 0 378 1 0 0 0
1878105 0 378 0 0 303663465 1149607018
1878107 0 380 1 0 0 0
1879641 0 380 0 0 303663633 1389470055
1879643 0 382 1 0 0 0
1923771 0 382 0 0 303852875 203789578
1923773 0 384 1 0 0 0
1933027 0 384 0 0 303868435 1446254892
1933029 0 386 1 0 0 0
1944135 0 386 0 0 303899179 1446195528
1944137 0 388 1 0 0 0
1963367 0 388 0 0 303901723 1285625192
1963369 0 390 1 0 0 0
1968847 0 390 0 0 303901978 374413644
1968849 0 392 1 0 0 0
1969505 0 392 0 0 303901978 2351273228
1969507 0 394 1 0 0 0
1973043 0 394 0 0 303907417 2260997545
1973045 0 396 1 0 0 0
1975809 0 396 0 0 303907434 113452389
1975811 0 398 1 0 0 0
1981661 0 398 0 0 303907690 180427113
1981663 0 400 1 0 0 0
1992893 0 400 0 0 303909913 2518947241
1992895 0 402 1 0 0 0
1993617 0 402 0 0 303909914 438510949
1993619 0 404 1 0 0 0
1996637 0 404 0 0 303909960 2587042149
1996639 0 406 1 0 0 0
2002537 0 406 0 0 303910163 308385128
2002539 0 408 1 0 0 0
2003597 0 408 0 0 303910169 2462127371
2003599 0 410 1 0 0 0
2004981 0 410 0 0 303910184 2462261355
2004983 0 412 1 0 0 0
2008653 0 412 0 0 303910219 170236163
2008655 0 414 1 0 0 0
2036305 0 414 0 0 303917152 2587042986
2036307 0 416 1 0 0 0
2043031 0 416 0 0 303918379 305334600
2043033 0 418 1 0 0 0
2056805 0 418 0 0 303924058 170305737
2056807 0 420 1 0 0 0
2065151 0 420 0 0 303924827 1244932169
2065153 0 422 1 0 0 0
2069051 0 422 0 0 303925275 1378003147
2069053 0 424 1 0 0 0
2069307 0 424 0 0 303925275 1381050571
2069309 0 426 1 0 0 0
2078599 0 426 0 0 303925785 2521900456
2078601 0 428 1 0 0 0
2080041 0 428 0 0 303925787 1381239142
2080043 0 430 1 0 0 0
2083179 0 430 0 0 303925803 1446254665
2083181 0 432 1 0 0 0
2083621 0 432 0 0 303925864 2324008137
2083623 0 434 1 0 0 0
2084603 0 434 0 0 303925865 1183156425
2084605 0 436 1 0 0 0
2115433 0 436 0 0 304114450 2362618151
2115435 0 438 1 0 0 0
2145055 0 438 0 0 304128610 2362736743
2145057 0 438 1 0 0 0
2159881 0 438 0 0 304130920 3468764362
2159883 0 440 1 0 0 0
2170273 0 440 0 0 304169528 3604128972
2170275 0 442 1 0 0 0
2187509 0 442 0 0 304172057 2228593893
2187511 0 444 1 0 0 0
2188953 0 444 0 0 304172088 2530419813
2188955 0 446 1 0 0 0
2199147 0 446 0 0 304172313 1388513639
2199149 0 448 1 0 0 0
2200231 0 448 0 0 304172313 2462127339
2200233 0 450 1 0 0 0
2200691 0 450 0 0 304172313 2524000425
2200693 0 452 1 0 0 0
2201757 0 452 0 0 304172344 2519934124
2201759 0 454 1 0 0 0
2202723 0 454 0 0 304172344 3596690604
2202725 0 456 1 0 0 0
2222145 0 456 0 0 304178017 2463175914
2222147 0 458 1 0 0 0
2227047 0 458 0 0 304179552 3396413862
2227049 0 460 1 0 0 0
2241749 0 460 0 0 304180560 3401881671
2241751 0 462 1 0 0 0
2242145 0 462 0 0 304180560 3435432103
2242147 0 464 1 0 0 0
2246363 0 464 0 0 304185914 3426134185
2246365 0 466 1 0 0 0
2251569 0 466 0 0 304186170 3295062185
2251571 0 468 1 0 0 0
2252223 0 468 0 0 304186171 1448155424
2252225 0 468 1 0 0 0
2252853 0 468 0 0 304186171 1449207977
2252855 0 470 1 0 0 0
2253573 0 470 0 0 304186185 2228591786
2253575 0 472 1 0 0 0
2253897 0 472 0 0 304186186 3293817254
2253899 0 474 1 0 0 0
2258385 0 474 0 0 304187665 1449240999
2258387 0 476 1 0 0 0
2259323 0 476 0 0 304187667 1312135493
2259325 0 478 1 0 0 0
2261705 0 478 0 0 304187673 2225511595
2261707 0 480 1 0 0 0
2273547 0 480 0 0 304194385 2521903399
2273549 0 482 1 0 0 0
2278493 0 482 0 0 304195896 3596686668
2278495 0 484 1 0 0 0
2301005 0 484 0 0 304375888 2589176011
2301007 0 486 1 0 0 0
2305517 0 486 0 0 304376376 2555814091
2305519 0 488 1 0 0 0
2337599 0 488 0 0 304392211 114534603
2337601 0 490 1 0 0 0
2341279 0 490 0 0 304392296 3626215627
2341281 0 492 1 0 0 0
2347155 0 492 0 0 304392809 2227408139
2347157 0 494 1 0 0 0
2348365 0 494 0 0 304392810 3295779084
2348367 0 496 1 0 0 0
2350651 0 496 0 0 304392810 3435366659
2350653 0 498 1 0 0 0
2353183 0 498 0 0 304393296 3458638027
2353185 0 500 1 0 0 0
2354091 0 500 0 0 304393296 3663989095
2354093 0 502 1 0 0 0
2356661 0 502 0 0 304393553 2227408139
2356663 0 504 1 0 0 0
2361457 0 504 0 0 304407120 3665998016
2361459 0 504 1 0 0 0
2361663 0 504 0 0 304407120 3665998027
2361665 0 506 1 0 0 0
2366371 0 506 0 0 304407146 408004811
2366373 0 508 1 0 0 0
2383783 0 508 0 0 304409680 2589040843
2383785 0 510 1 0 0 0
2386627 0 510 0 0 304409875 210080874
2386629 0 512 1 0 0 0
2393557 0 512 0 0 304409944 2359399692
2393559 0 514 1 0 0 0
2398455 0 514 0 0 304439864 3632698694
2398457 0 516 1 0 0 0
2408525 0 516 0 0 304440145 2586030341
2408527 0 518 1 0 0 0
2410389 0 518 0 0 304440850 2329152748
2410391 0 520 1 0 0 0
2411371 0 520 0 0 304440851 176590151
2411373 0 522 1 0 0 0
2412261 0 522 0 0 304440858 2589198572
2412263 0 524 1 0 0 0
2412977 0 524 0 0 304440859 74885381
2412979 0 526 1 0 0 0
2428031 0 526 0 0 304442667 74553610
2428033 0 528 1 0 0 0
2440279 0 528 0 0 304448058 3665988934
2440281 0 530 1 0 0 0
2443273 0 530 0 0 304448090 215066853
2443275 0 532 1 0 0 0
2456011 0 532 0 0 304449042 2329152871
2456013 0 534 1 0 0 0
2456947 0 534 0 0 304449042 3397815623
2456949 0 536 1 0 0 0
2457173 0 536 0 0 304449042 3665988935
2457175 0 538 1 0 0 0
2458571 0 538 0 0 304449050 2589198695
2458573 0 540 1 0 0 0
2459099 0 540 0 0 304449050 3461777736
2459101 0 542 1 0 0 0
2459329 0 542 0 0 304449050 3665987911
2459331 0 544 1 0 0 0
2459665 0 544 0 0 304449112 2329159783
2459667 0 546 1 0 0 0
2460799 0 546 0 0 304449112 3402901575
2460801 0 548 1 0 0 0
2460947 0 548 0 0 304449112 3402901730
2460949 0 550 1 0 0 0
2464921 0 550 0 0 304449562 3424823719
2464923 0 552 1 0 0 0
2465949 0 552 0 0 304449576 2362809450
2465951 0 554 1 0 0 0
2466265 0 554 0 0 304449576 2594409675
2466267 0 556 1 0 0 0
2468311 0 556 0 0 304449624 3424823719
2468313 0 558 1 0 0 0
2470195 0 558 0 0 304449640 3458570565
2470197 0 560 1 0 0 0
2471689 0 560 0 0 304450065 2262147239
2471691 0 562 1 0 0 0
2472139 0 562 0 0 304450065 2530479271
2472141 0 564 1 0 0 0
2477849 0 564 0 0 304450088 3604187336
2477851 0 566 1 0 0 0
2478221 0 566 0 0 304450088 3604224071
2478223 0 568 1 0 0 0
2481585 0 568 0 0 304450152 3391363431
2481587 0 570 1 0 0 0
2486735 0 570 0 0 304456250 3435299075
2486737 0 570 1 0 0 0
2488365 0 570 0 0 304456273 2522099815
2488367 0 572 1 0 0 0
2497387 0 572 0 0 304457296 2328104295
2497389 0 574 1 0 0 0
2504205 0 574 0 0 304457768 2556796227
2504207 0 576 1 0 0 0
2504341 0 576 0 0 304457768 2556796227
2504343 0 576 1 0 0 0
2504719 0 576 0 0 304457768 2557840586
2504721 0 578 1 0 0 0
2505359 0 578 0 0 304457771 73768259
2505361 0 580 1 0 0 0
2531217 0 580 0 0 304638792 2362683653
2531219 0 582 1 0 0 0
2532323 0 582 0 0 304638793 1154724102
2532325 0 584 1 0 0 0
2533881 0 584 0 0 304638795 215030952
2533883 0 586 1 0 0 0
2538201 0 586 0 0 304639322 213980393
2538203 0 588 1 0 0 0
2550273 0 588 0 0 304653147 1321279689
2550275 0 590 1 0 0 0
2555083 0 590 0 0 304654683 1181819084
2555085 0 592 1 0 0 0
2556489 0 592 0 0 304654683 1321279683
2556491 0 594 1 0 0 0
2573445 0 594 0 0 304669281 1389563240
2573447 0 596 1 0 0 0
2580459 0 596 0 0 304671072 2587041952
2580461 0 596 1 0 0 0
2580661 0 596 0 0 304671072 2587041963
2580663 0 598 1 0 0 0
2582471 0 598 0 0 304671505 1482984872
2582473 0 600 1 0 0 0
2587101 0 600 0 0 304671514 441525452
2587103 0 602 1 0 0 0
2596461 0 602 0 0 304672088 3630470216
2596463 0 604 1 0 0 0
2596949 0 604 0 0 304672089 1147449603
2596951 0 606 1 0 0 0
2598741 0 606 0 0 304677419 1388514539
2598743 0 608 1 0 0 0
2607269 0 608 0 0 304677723 1310929189
2607271 0 610 1 0 0 0
2609189 0 610 0 0 304678419 1450347820
2609191 0 612 1 0 0 0
2611059 0 612 0 0 304678427 1153735851
2611061 0 614 1 0 0 0
2612363 0 614 0 0 304678491 1148357932
2612365 0 616 1 0 0 0
2614293 0 616 0 0 304678496 2589173091
2614295 0 618 1 0 0 0
2624031 0 618 0 0 304680235 74815593
2624033 0 620 1 0 0 0
2624833 0 620 0 0 304680264 3425015020
2624835 0 622 1 0 0 0
2626987 0 622 0 0 304680280 3424825639
2626989 0 624 1 0 0 0
2637119 0 624 0 0 304710442 382802215
2637121 0 626 1 0 0 0
2643207 0 626 0 0 304711186 3459687592
2643209 0 628 1 0 0 0
2650385 0 628 0 0 304711241 1154714984
2650387 0 630 1 0 0 0
2654047 0 630 0 0 304711257 1154784360
2654049 0 632 1 0 0 0
2683753 0 632 0 0 304720168 3597742280
2683755 0 634 1 0 0 0
2693145 0 634 0 0 304720667 240198856
2693147 0 636 1 0 0 0
2708419 0 636 0 0 304900177 1512288457
2708421 0 638 1 0 0 0
2717031 0 638 0 0 304900665 1478926528
2717033 0 638 1 0 0 0
2717203 0 638 0 0 304900665 1478926537
2717205 0 640 1 0 0 0
2741599 0 640 0 0 304915283 1321279689
2741601 0 642 1 0 0 0
2745787 0 642 0 0 304916560 3659769036
2745789 0 644 1 0 0 0
2746245 0 644 0 0 304916560 3663799532
2746247 0 646 1 0 0 0
2748541 0 646 0 0 304916576 3659831623
2748543 0 648 1 0 0 0
2761553 0 648 0 0 304917584 3458639048
2761555 0 650 1 0 0 0
2761891 0 650 0 0 304917584 3663799520
2761893 0 650 1 0 0 0
2764315 0 650 0 0 304917587 1312033062
2764317 0 652 1 0 0 0
2765079 0 652 0 0 304931409 1518448841
2765081 0 654 1 0 0 0
2765883 0 654 0 0 304931409 2587111593
2765885 0 656 1 0 0 0
2771889 0 656 0 0 304931664 2590290181
2771891 0 658 1 0 0 0
2772561 0 658 0 0 304931667 1147449512
2772563 0 660 1 0 0 0
2772819 0 660 0 0 304931667 1149415718
2772821 0 662 1 0 0 0
2773139 0 662 0 0 304931667 1249980617
2773141 0 664 1 0 0 0
2775615 0 664 0 0 304931681 2463175946
2775617 0 666 1 0 0 0
2778011 0 666 0 0 304933393 1389469900
2778013 0 668 1 0 0 0
2783651 0 668 0 0 304933472 3397461414
2783653 0 670 1 0 0 0
2785439 0 670 0 0 304933473 1154783491
2785441 0 672 1 0 0 0
2788661 0 672 0 0 304933480 3632338208
2788663 0 672 1 0 0 0
2800899 0 672 0 0 304939562 2591142089
2800901 0 674 1 0 0 0
2806777 0 674 0 0 304939625 2462227779
2806779 0 676 1 0 0 0
2809149 0 676 0 0 304939819 1388513514
2809151 0 678 1 0 0 0
2810669 0 678 0 0 304939835 73836713
2810671 0 680 1 0 0 0
2813247 0 680 0 0 304939851 170076583
2813249 0 682 1 0 0 0
2821231 0 682 0 0 304939882 2384671013
2821233 0 684 1 0 0 0
2824167 0 684 0 0 304940571 74885289
2824169 0 686 1 0 0 0
2826065 0 686 0 0 304940640 2323032169
2826067 0 688 1 0 0 0
2827395 0 688 0 0 304940640 3665070250
2827397 0 690 1 0 0 0
2830107 0 690 0 0 304941585 2260968869
2830109 0 692 1 0 0 0
2833307 0 692 0 0 304941595 1388513509
2833309 0 694 1 0 0 0
2837969 0 694 0 0 304941664 3391396263
2837971 0 696 1 0 0 0
2839387 0 696 0 0 304941665 2222358697
2839389 0 696 1 0 0 0
2848143 0 696 0 0 304942136 3659703498
2848145 0 698 1 0 0 0
